









Frequency of observations in the selected location(s).:
Number of taxa: 	1011

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Blue-winged x Cinnamon Teal (hybrid)	1.663E-4	7.98E-5	1.719E-4	9.94E-5	8.32E-5	9.22E-5	1.668E-4	5.838E-4	5.772E-4	3.244E-4	3.031E-4	4.0E-4	2.394E-4	1.829E-4	1.555E-4	8.3E-5	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7E-5	3.84E-5	1.48E-4	3.357E-4	2.029E-4	0.0	4.4E-5	
Blue-winged/Cinnamon Teal	1.455E-4	1.861E-4	1.719E-4	1.989E-4	5.54E-5	1.153E-4	1.001E-4	1.061E-4	8.66E-5	2.163E-4	1.01E-4	1.333E-4	8.71E-5	1.463E-4	1.555E-4	1.423E-4	7.52E-5	6.89E-5	3.62E-5	8.91E-5	5.3E-5	0.0	0.0	0.0	1.208E-4	0.0	1.324E-4	4.53E-5	1.229E-4	3.024E-4	6.394E-4	7.093E-4	8.892E-4	0.0011288	7.956E-4	5.725E-4	5.363E-4	4.897E-4	4.781E-4	2.783E-4	5.033E-4	1.939E-4	1.535E-4	0.0	0.0	4.06E-5	3.56E-5	2.421E-4	
Northern Shoveler	0.1569537	0.159448	0.1664579	0.1562829	0.1507248	0.1350685	0.1149337	0.1574548	0.1503276	0.1487579	0.1355911	0.1222252	0.102366	0.0908077	0.0743971	0.0531877	0.0393288	0.0288916	0.0270515	0.0163263	0.0138256	0.0093212	0.0095762	0.0069693	0.0084577	0.0049723	0.0053635	0.0054323	0.0055289	0.008104	0.0114508	0.0162759	0.0258842	0.0348897	0.0329687	0.039539	0.0424163	0.0564587	0.0711007	0.0855771	0.1224116	0.1493859	0.1536926	0.1540853	0.1445358	0.1556033	0.1618197	0.150999	
Blue-winged Teal x Northern Shoveler (hybrid)	0.0	0.0	2.46E-5	1.99E-5	0.0	0.0	0.0	0.0	2.89E-5	2.7E-5	2.53E-5	0.0	4.35E-5	0.0	0.0	7.12E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cinnamon Teal x Northern Shoveler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	1.67E-5	2.65E-5	0.0	2.7E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4E-5	
Gadwall	0.1625257	0.1601659	0.1682505	0.1613141	0.1592339	0.1464798	0.1147336	0.1567119	0.1514531	0.1416484	0.1184938	0.0875275	0.0603139	0.043584	0.0303341	0.0200536	0.0155023	0.010886	0.0102347	0.0068274	0.0046085	0.0036337	0.0042561	0.0020811	0.0032018	0.0026774	0.0021189	0.0020824	0.0025187	0.0029634	0.0029644	0.0035837	0.0045446	0.00549	0.0048235	0.0075948	0.0126274	0.0237489	0.0445156	0.0759758	0.1149339	0.1426955	0.1414479	0.1451155	0.1429411	0.1583218	0.1713238	0.1575345	
Northern Shoveler x Gadwall (hybrid)	0.0	2.66E-5	9.82E-5	3.98E-5	1.663E-4	6.92E-5	0.0	1.061E-4	2.89E-5	5.41E-5	0.0	0.0	2.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.56E-5	6.96E-5	1.798E-4	3.23E-5	1.152E-4	0.0	4.2E-5	8.11E-5	3.56E-5	4.4E-5	
Eurasian Wigeon	2.08E-5	0.0015	7.37E-5	3.98E-5	8.32E-5	0.0015	6.67E-5	0.0015	0.0015	0.0	1.515E-4	3.33E-5	0.0010448	4.938E-4	0.0	0.0	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.087E-4	0.0012223	3.23E-5	0.0	1.48E-4	0.0015	1.217E-4	1.068E-4	2.2E-5	
American Wigeon	0.085785	0.0848422	0.0905095	0.0849524	0.0808226	0.0747383	0.0634537	0.0822299	0.0783239	0.0739059	0.0603581	0.0451803	0.0291666	0.0215268	0.0122207	0.0075779	0.0065204	0.0040421	0.0038335	0.0030575	0.0013773	0.0014219	9.458E-4	8.228E-4	9.666E-4	8.925E-4	0.0015892	4.98E-4	7.372E-4	0.0010886	8.719E-4	0.0010826	0.0017289	0.002822	0.0041273	0.0094268	0.0180879	0.0302125	0.0435115	0.0611911	0.0802416	0.0961215	0.0925073	0.0913262	0.0820883	0.0937678	0.0981027	0.0901549	
Northern Shoveler x American Wigeon (hybrid)	0.0	0.0	2.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall x American Wigeon (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian x American Wigeon (hybrid)	2.08E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	6.6E-5	
Mallard	0.1009418	0.0949722	0.0936034	0.0924096	0.0886665	0.0835447	0.0773118	0.0808502	0.0799688	0.0799611	0.0706114	0.065429	0.0595521	0.0516497	0.0426481	0.0415421	0.048461	0.0554637	0.0551155	0.0432201	0.0458735	0.0387066	0.0401371	0.0387184	0.0408989	0.0393957	0.0410542	0.0407424	0.0424499	0.0380405	0.0384213	0.0415858	0.0426793	0.0452027	0.0406266	0.047172	0.0513871	0.059054	0.0597686	0.0665832	0.0673713	0.0760827	0.103754	0.1029011	0.1045828	0.1099976	0.1124835	0.1043922	
Mallard (Domestic type)	0.0213943	0.0207386	0.0206998	0.021775	0.0216192	0.0200793	0.0185942	0.0197416	0.0209229	0.0214906	0.0195469	0.0184821	0.0184794	0.014467	0.013449	0.0134718	0.0180954	0.0197281	0.0205056	0.0195322	0.0268567	0.0208015	0.0218124	0.0240538	0.0230774	0.0213553	0.0213879	0.0199185	0.02101	0.021893	0.0229017	0.0216888	0.022871	0.0238071	0.0217305	0.0212579	0.0214519	0.0202723	0.0236205	0.0228206	0.0216063	0.0191338	0.0228389	0.0238603	0.0221168	0.0222348	0.0209661	0.0200687	
Muscovy Duck x Mallard (hybrid)	4.366E-4	2.659E-4	2.21E-4	2.983E-4	3.049E-4	2.997E-4	1.834E-4	2.123E-4	3.463E-4	4.325E-4	4.293E-4	2.666E-4	2.394E-4	2.195E-4	1.244E-4	1.66E-4	1.503E-4	1.148E-4	1.085E-4	8.91E-5	0.0	2.106E-4	0.0	9.68E-5	1.208E-4	1.275E-4	0.0	1.358E-4	1.229E-4	1.21E-4	1.744E-4	1.493E-4	1.482E-4	1.539E-4	2.486E-4	1.908E-4	2.925E-4	2.938E-4	6.216E-4	2.435E-4	1.798E-4	1.616E-4	1.919E-4	3.256E-4	1.679E-4	7.303E-4	2.848E-4	1.98E-4	
Northern Shoveler x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53E-5	0.0	0.0	0.0	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall x Mallard (hybrid)	6.24E-5	2.66E-5	0.0	3.98E-5	5.54E-5	6.92E-5	1.67E-5	0.0	0.0	0.0	2.53E-5	1.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	0.0	0.0	0.0	1.044E-4	3.6E-5	6.46E-5	0.0	2.96E-5	0.0	0.0	3.56E-5	4.4E-5	
American Wigeon x Mallard (hybrid)	0.0	2.66E-5	4.91E-5	1.99E-5	5.54E-5	0.0	0.0	0.0	0.0015	0.0	2.53E-5	0.0	0.0	0.0	0.0	0.0	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23E-5	0.0	5.92E-5	4.2E-5	4.06E-5	3.56E-5	2.2E-5	
Mexican Duck	0.0029316	0.0031906	0.003806	0.0022869	0.0048228	0.0054175	0.0027016	0.0022554	0.0025396	0.0034601	0.0026517	0.0024832	0.0021766	0.0023594	0.0023167	0.0032494	0.0044158	0.0035827	0.0028932	0.0050166	0.0038669	0.0026331	0.0031921	0.0033879	0.0027185	0.0030599	0.0037743	0.0017655	0.0017201	0.0030239	0.0028482	0.0031731	0.0024699	0.0030272	0.0018896	0.0019083	0.0026327	0.0027421	0.0021039	0.0026091	0.0042062	0.0056561	0.0029556	0.0028419	0.0021403	0.0025968	0.0029901	0.0032127	
Mallard x Mexican Duck (hybrid)	6.24E-5	2.925E-4	3.438E-4	9.94E-5	1.663E-4	2.075E-4	2.001E-4	1.061E-4	2.309E-4	1.081E-4	1.263E-4	1.833E-4	1.741E-4	1.646E-4	1.555E-4	1.897E-4	2.819E-4	3.445E-4	2.17E-4	4.156E-4	3.178E-4	1.58E-4	5.91E-5	2.42E-4	3.021E-4	1.912E-4	2.649E-4	1.358E-4	1.843E-4	1.21E-4	0.0	7.47E-5	4.94E-5	1.026E-4	1.492E-4	1.145E-4	1.463E-4	2.448E-4	1.434E-4	1.391E-4	1.079E-4	2.586E-4	2.303E-4	1.48E-4	8.39E-5	1.623E-4	4.627E-4	2.421E-4	
Mallard/Mexican Duck	0.0039711	0.0036426	0.0058932	0.0037187	0.0053217	0.0036885	0.0030518	0.0033699	0.0028571	0.0035412	0.0023992	0.0021832	0.001676	0.0019753	0.0018036	0.0022769	0.0025743	0.0023885	0.0019529	0.0019295	0.0013243	0.0021591	0.0020098	0.0015003	0.0012687	0.0016574	0.0020527	0.0014033	9.215E-4	9.676E-4	0.0014532	0.0013066	0.0013831	0.0014879	0.0010443	0.0016793	0.0016576	0.0018118	0.0023907	0.0021916	0.0038827	0.0036522	0.0036849	0.0042629	0.0039869	0.0048284	0.0047343	0.0054793	
American Black Duck	2.287E-4	3.722E-4	0.0	5.97E-5	2.77E-5	6.92E-5	1.67E-5	1.061E-4	8.66E-5	0.0014057	1.768E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mallard x American Black Duck (hybrid)	0.0	2.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mottled Duck	0.0526852	0.0538672	0.0566728	0.0572911	0.0558774	0.0517313	0.045193	0.0715631	0.0642694	0.0651204	0.068086	0.0672788	0.0683456	0.0757736	0.071443	0.0662089	0.0492878	0.0372055	0.037901	0.0324448	0.0310944	0.0311759	0.0352899	0.0316039	0.0309309	0.0289412	0.032115	0.032775	0.0296105	0.0287269	0.0323181	0.0326639	0.0337878	0.0348384	0.0395823	0.0429738	0.0406611	0.0432867	0.043894	0.0466152	0.0767184	0.0952489	0.0564256	0.051569	0.0485144	0.0507993	0.0574876	0.0514259	
Mallard x Mottled Duck (hybrid)	2.08E-5	1.329E-4	0.0	1.99E-5	2.77E-5	0.0	5.0E-5	5.31E-5	1.154E-4	5.41E-5	7.58E-5	3.33E-5	8.71E-5	1.097E-4	4.66E-5	4.74E-5	9.4E-5	9.19E-5	3.62E-5	2.97E-5	0.0	5.27E-5	0.0	4.84E-5	6.04E-5	0.0	0.0	0.0	0.0015	6.05E-5	0.0	0.0	0.0	0.0	9.95E-5	0.0	0.0	4.9E-5	0.0	0.0	3.6E-5	1.939E-4	7.68E-5	8.88E-5	0.0	4.06E-5	7.12E-5	4.4E-5	
Mallard/Mottled Duck	2.287E-4	2.127E-4	3.929E-4	2.983E-4	5.266E-4	4.841E-4	4.503E-4	4.776E-4	4.906E-4	6.217E-4	3.283E-4	2.666E-4	2.612E-4	4.024E-4	1.399E-4	1.304E-4	2.255E-4	9.19E-5	2.17E-4	5.94E-5	1.059E-4	2.106E-4	4.729E-4	4.84E-5	1.208E-4	6.37E-5	6.62E-5	1.811E-4	1.229E-4	6.05E-5	1.163E-4	2.24E-4	2.47E-4	2.052E-4	1.989E-4	1.527E-4	2.925E-4	4.407E-4	1.913E-4	2.435E-4	8.269E-4	9.05E-4	3.838E-4	2.664E-4	5.036E-4	3.652E-4	4.627E-4	3.961E-4	
Mexican x Mottled Duck (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9E-5	0.0	0.0	0.0	1.293E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Mexican/Mottled Duck	2.08E-5	2.66E-5	4.91E-5	3.98E-5	1.109E-4	2.766E-4	1.501E-4	5.31E-5	8.66E-5	5.41E-5	2.53E-5	5.0E-5	0.0	3.66E-5	0.0	1.19E-5	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	6.05E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6E-5	9.7E-5	3.84E-5	5.92E-5	4.2E-5	8.11E-5	0.0	2.2E-5	
White-cheeked Pintail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.93E-5	1.315E-4	0.0	0.0	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Pintail	0.0812109	0.0832203	0.091639	0.0850916	0.0774412	0.0710959	0.0523472	0.0599146	0.0453089	0.0303571	0.018663	0.010716	0.0067475	0.0047004	0.0034206	0.0028462	0.00233	0.0020899	0.0021699	0.0015436	0.0012183	0.0016325	0.0014778	0.0014035	0.0016311	0.0014662	0.0017216	0.0013128	0.0015972	0.0019958	0.0033713	0.0039943	0.0067674	0.008312	0.0104426	0.0116403	0.0154064	0.0220351	0.0283064	0.0422668	0.0725841	0.0946348	0.0817979	0.0825044	0.0764227	0.0822446	0.0893461	0.0867881	
Gadwall x Northern Pintail (hybrid)	2.703E-4	1.595E-4	2.455E-4	1.989E-4	2.217E-4	6.92E-5	2.501E-4	8.226E-4	6.926E-4	1.622E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.674E-4	7.757E-4	1.535E-4	1.776E-4	1.679E-4	4.057E-4	1.068E-4	2.641E-4	
American Wigeon x Northern Pintail (hybrid)	2.08E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mallard x Northern Pintail (hybrid)	1.247E-4	1.064E-4	1.964E-4	5.97E-5	0.0	4.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6E-5	9.7E-5	0.0	2.96E-5	0.0	0.0	0.0	1.54E-4	
Green-winged Teal	0.1010666	0.1016192	0.1136403	0.1063496	0.1025804	0.0940569	0.0783791	0.11163	0.1040085	0.0978564	0.0861429	0.0682121	0.0544153	0.0371278	0.0206944	0.0100446	0.004754	0.0045014	0.0049908	0.0037699	0.0043967	0.0028964	0.0030147	0.0017907	0.0026581	0.0020399	0.0021189	0.0013581	0.0019044	0.0022982	0.0039526	0.0057115	0.0122505	0.0157517	0.0147688	0.0172888	0.0242309	0.0335912	0.0446113	0.0573645	0.081392	0.0985456	0.1006065	0.1002368	0.0946785	0.1054126	0.1078205	0.1008054	
Blue-winged x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.58E-5	1.67E-5	2.18E-5	3.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2E-5	
Cinnamon x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mallard x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	2.31E-5	0.0	0.0	2.89E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2E-5	
Northern Pintail x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2E-5	
Anas sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
teal sp.	1.663E-4	1.064E-4	1.228E-4	1.591E-4	1.386E-4	9.22E-5	1.668E-4	2.388E-4	1.443E-4	8.11E-5	1.263E-4	1.167E-4	1.306E-4	1.646E-4	9.33E-5	5.93E-5	3.76E-5	4.59E-5	3.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62E-5	0.0	0.0	2.419E-4	1.163E-4	7.47E-5	2.47E-4	2.052E-4	3.481E-4	5.343E-4	2.438E-4	2.938E-4	4.781E-4	5.914E-4	6.112E-4	1.616E-4	4.99E-4	3.848E-4	2.518E-4	2.029E-4	3.916E-4	1.76E-4	
dabbling duck sp.	3.119E-4	5.052E-4	3.438E-4	2.983E-4	4.989E-4	2.997E-4	3.335E-4	2.123E-4	4.04E-4	1.622E-4	4.798E-4	2.666E-4	3.7E-4	2.378E-4	1.399E-4	1.304E-4	7.52E-5	9.19E-5	2.17E-4	2.672E-4	5.3E-5	1.053E-4	2.364E-4	1.452E-4	1.208E-4	6.37E-5	3.973E-4	2.263E-4	1.843E-4	3.629E-4	3.488E-4	5.226E-4	5.928E-4	9.236E-4	4.973E-4	6.488E-4	5.851E-4	6.855E-4	8.129E-4	8.697E-4	9.707E-4	0.0010989	8.828E-4	7.697E-4	0.0010492	4.869E-4	6.763E-4	5.501E-4	
Canvasback	0.0376115	0.0333413	0.035531	0.0323941	0.0295186	0.0221771	0.0179271	0.0224215	0.0178927	0.0129754	0.008536	0.004833	0.0028296	0.0019387	0.0015082	8.538E-4	7.892E-4	5.742E-4	4.701E-4	5.343E-4	4.767E-4	7.373E-4	3.547E-4	3.388E-4	5.437E-4	3.187E-4	1.986E-4	3.169E-4	2.457E-4	2.419E-4	4.069E-4	1.493E-4	3.952E-4	3.079E-4	9.95E-5	1.527E-4	2.925E-4	3.917E-4	0.0037774	0.009323	0.0193054	0.031254	0.0345079	0.0348431	0.0299647	0.033758	0.034457	0.0317314	
Redhead	0.0532258	0.0531493	0.056992	0.0607712	0.0569306	0.0490341	0.043492	0.0628864	0.0512828	0.046279	0.0355077	0.0317812	0.0260105	0.023813	0.0172116	0.0120606	0.0088316	0.0084516	0.0098369	0.0071539	0.0057739	0.0059508	0.0056748	0.0054206	0.0075515	0.0075859	0.0084095	0.0071978	0.0054061	0.005564	0.0047663	0.0039197	0.0051867	0.0039507	0.0037295	0.0033967	0.0059968	0.0135148	0.0277326	0.042058	0.0534584	0.0726891	0.0624136	0.0559207	0.0457865	0.046823	0.0506532	0.0513599	
Canvasback x Redhead (hybrid)	0.0	2.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Duck	0.0974073	0.0984818	0.0982689	0.0930658	0.0947088	0.0843746	0.0669057	0.0854671	0.0781796	0.0687968	0.0482107	0.024315	0.0127549	0.0071512	0.0043534	0.0031782	0.0020106	0.0016765	0.0024592	0.0020482	0.0014832	0.0017378	0.0010049	8.712E-4	0.0018728	0.0010837	9.932E-4	0.0013128	0.0011058	0.0010886	0.0011625	8.213E-4	5.434E-4	6.67E-4	7.956E-4	0.0015648	0.0058993	0.0126334	0.0202257	0.0347179	0.0495758	0.0670976	0.0748119	0.0752516	0.0763388	0.0901566	0.0933685	0.0895828	
Greater Scaup	0.0074433	0.007551	0.0062861	0.0065424	0.0061809	0.0053944	0.004019	0.0057845	0.0055987	0.0044603	0.0042427	0.0027998	0.0019154	0.0014997	0.0018191	0.001174	4.134E-4	2.526E-4	1.447E-4	1.187E-4	1.059E-4	1.053E-4	2.956E-4	4.84E-5	1.208E-4	6.37E-5	6.62E-5	0.0	2.457E-4	1.21E-4	0.0015	0.0	1.976E-4	0.0	0.0	0.0	0.0	0.0	0.0011954	6.957E-4	0.0018335	0.0054945	0.0058345	0.0063647	0.0059594	0.0064108	0.0079023	0.0067556	
Lesser Scaup	0.0926045	0.0896812	0.0920319	0.0880347	0.08304	0.0787726	0.0649379	0.0831586	0.0810943	0.0740951	0.0631866	0.0408473	0.0279259	0.0219475	0.0140554	0.0078981	0.0061257	0.0053052	0.00481	0.0026419	0.0033902	0.0011059	9.458E-4	0.0015971	0.0012687	0.0012112	7.284E-4	7.696E-4	8.601E-4	0.0011491	0.0011044	9.706E-4	9.385E-4	7.696E-4	5.967E-4	8.778E-4	0.0013651	0.0026932	0.009037	0.0204202	0.0405882	0.0689722	0.0847536	0.0847839	0.0767165	0.0877221	0.0982451	0.0859079	
Greater/Lesser Scaup	0.0030771	0.0030044	0.0032904	0.0037187	0.0035478	0.0033658	0.0028183	0.0035556	0.0031745	0.003379	0.0028538	0.0017332	0.0013277	9.693E-4	0.0010573	4.744E-4	2.255E-4	9.19E-5	2.532E-4	5.94E-5	5.3E-5	5.27E-5	0.0	9.68E-5	1.812E-4	0.0	0.0	0.0	6.14E-5	1.21E-4	0.0	7.47E-5	4.94E-5	5.13E-5	0.0	3.82E-5	9.75E-5	1.959E-4	6.694E-4	7.653E-4	0.0023727	0.0041047	0.0027637	0.0033452	0.0033994	0.0036111	0.0043427	0.0037189	
Redhead x scaup sp. (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Duck x scaup sp. (hybrid)	2.08E-5	2.66E-5	2.46E-5	1.99E-5	2.77E-5	6.92E-5	0.0	2.65E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Aythya sp.	8.32E-5	1.329E-4	1.964E-4	2.187E-4	1.663E-4	1.153E-4	2.001E-4	1.857E-4	1.154E-4	1.352E-4	7.58E-5	1.67E-5	0.0015	0.0015	0.0	1.19E-5	1.88E-5	0.0	0.0	0.0	0.0	0.0	5.91E-5	0.0	0.0	0.0	0.0	4.53E-5	6.14E-5	0.0	0.0	7.47E-5	0.0	0.0	0.0	0.0	0.0	9.79E-5	1.434E-4	3.827E-4	5.033E-4	6.464E-4	4.99E-4	2.368E-4	2.098E-4	1.623E-4	2.136E-4	1.32E-4	
King Eider	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.088E-4	0.0015	1.88E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
