









Frequency of observations in the selected location(s).:
Number of taxa: 	1055

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Acanthis/Spinus sp.	0.0015	3.45E-5	6.86E-5	5.06E-5	1.94E-5	4.98E-5	4.91E-5	3.64E-5	0.0	7.83E-5	1.9E-5	5.21E-5	7.16E-5	3.56E-5	1.62E-5	3.84E-5	8.16E-5	6.64E-5	6.72E-5	0.0	2.32E-5	7.78E-5	2.69E-5	2.27E-5	2.86E-5	2.92E-5	3.03E-5	4.51E-5	6.06E-5	2.385E-4	1.807E-4	6.11E-5	9.62E-5	1.943E-4	9.15E-5	5.03E-5	8.72E-5	1.607E-4	1.195E-4	5.58E-5	0.0	2.39E-5	0.0	1.89E-5	0.0	0.0	2.23E-5	2.86E-5	
finch sp.	6.48E-5	1.036E-4	1.372E-4	6.32E-5	1.94E-5	1.493E-4	9.82E-5	9.1E-5	1.352E-4	7.83E-5	9.52E-5	1.302E-4	8.95E-5	7.13E-5	1.298E-4	6.4E-5	8.16E-5	6.64E-5	2.24E-5	4.75E-5	4.64E-5	5.19E-5	8.06E-5	9.07E-5	1.429E-4	1.749E-4	2.121E-4	9.01E-5	1.516E-4	1.789E-4	1.205E-4	1.018E-4	9.62E-5	4.86E-5	1.144E-4	1.676E-4	6.54E-5	9.18E-5	2.151E-4	5.58E-5	2.41E-5	7.17E-5	2.286E-4	1.134E-4	8.22E-5	5.1E-5	6.69E-5	1.287E-4	
Lapland Longspur	4.539E-4	4.489E-4	4.631E-4	5.438E-4	4.078E-4	3.319E-4	1.595E-4	5.825E-4	2.124E-4	1.761E-4	9.52E-5	1.042E-4	3.58E-5	1.069E-4	8.11E-5	6.4E-5	0.0015	1.66E-5	0.0015	4.75E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.915E-4	6.176E-4	0.0011397	0.0018319	0.0045214	0.0058084	0.0035704	0.0048973	0.0034398	0.0030985	0.0020038	0.0012598	0.0010704	0.001204	7.295E-4	
Chestnut-collared Longspur	1.945E-4	1.381E-4	1.372E-4	1.644E-4	1.359E-4	1.825E-4	8.59E-5	7.28E-5	1.352E-4	5.87E-5	3.81E-5	0.0	1.79E-5	1.78E-5	0.0	1.28E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.943E-4	9.379E-4	1.006E-4	3.053E-4	6.197E-4	0.0023903	0.0021571	0.0011097	0.0019349	6.603E-4	3.592E-4	1.095E-4	5.1E-5	2.899E-4	3.29E-4	
Smith's Longspur	3.89E-5	1.73E-5	0.0015	5.06E-5	0.0	3.32E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.622E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	1.68E-5	0.0	0.0	0.0	0.0	2.41E-5	2.39E-5	0.0	0.0	0.0	0.0	0.0015	4.29E-5	
McCown's Longspur	1.426E-4	1.036E-4	1.201E-4	1.265E-4	3.88E-5	8.3E-5	2.45E-5	7.28E-5	5.79E-5	1.96E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-5	0.0012623	0.0010517	1.86E-4	7.237E-4	4.777E-4	3.556E-4	1.701E-4	1.643E-4	1.274E-4	2.676E-4	3.576E-4	
longspur sp.	1.3E-5	1.73E-5	0.0	1.26E-5	0.0	1.66E-5	0.0	3.64E-5	1.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35E-5	2.18E-5	6.89E-5	1.195E-4	5.58E-5	0.0015	1.194E-4	5.08E-5	5.67E-5	2.74E-5	0.0	2.23E-5	1.43E-5	
Snow Bunting	2.59E-5	0.0015	6.86E-5	2.53E-5	5.83E-5	4.98E-5	8.59E-5	1.274E-4	9.65E-5	5.87E-5	0.0	0.0	0.0	0.0	0.0	0.0015	2.612E-4	0.0	0.0	1.108E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.046E-4	0.0010374	5.255E-4	2.286E-4	3.97E-4	4.93E-4	1.019E-4	8.92E-5	1.144E-4	
Little Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	2.39E-5	0.0	0.0	0.0	8.665E-4	9.365E-4	0.0	
Rustic Bunting	6.614E-4	4.489E-4	3.773E-4	3.161E-4	2.33E-4	3.319E-4	1.963E-4	3.64E-4	1.931E-4	1.174E-4	2.666E-4	2.605E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0029308	9.142E-4	9.583E-4	
Cassin's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62E-5	2.56E-5	1.143E-4	2.324E-4	1.343E-4	0.0013933	6.95E-5	1.556E-4	1.075E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21E-5	0.0	4.57E-5	0.0	8.72E-5	3.902E-4	2.151E-4	9.484E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Grasshopper Sparrow	1.945E-4	2.59E-4	2.573E-4	3.92E-4	1.748E-4	1.659E-4	1.963E-4	4.55E-4	7.144E-4	0.0011938	0.0029515	0.0034253	0.0058879	0.0067895	0.0078504	0.0080835	0.0081938	0.009394	0.0093351	0.0102125	0.0086696	0.0088167	0.0091893	0.0085924	0.0080585	0.0047523	0.004242	0.001893	8.49E-4	4.771E-4	7.832E-4	8.35E-4	5.531E-4	7.045E-4	6.176E-4	9.889E-4	0.0014176	0.0014918	0.0012429	0.0014505	5.307E-4	5.972E-4	5.079E-4	3.214E-4	1.643E-4	5.607E-4	5.574E-4	3.433E-4	
Chipping Sparrow	0.0121379	0.0112214	0.0119207	0.0119499	0.0126985	0.0122289	0.0123919	0.0117401	0.0130326	0.0138946	0.016719	0.021281	0.0279006	0.0317913	0.0353592	0.0343676	0.0319427	0.0286966	0.0278711	0.02964	0.0334732	0.0409201	0.0401429	0.0391757	0.0310053	0.0271145	0.0212405	0.0173529	0.0154028	0.0185158	0.0175317	0.020345	0.0245046	0.0302927	0.0330993	0.0404767	0.0386234	0.0382594	0.0313606	0.0250674	0.018745	0.0151924	0.0131813	0.0124386	0.0125431	0.0142205	0.0172352	0.0134455	
Clay-colored Sparrow	0.0011282	9.322E-4	0.0010634	8.599E-4	0.0012621	6.969E-4	4.049E-4	5.643E-4	7.53E-4	5.675E-4	3.999E-4	5.47E-4	6.264E-4	3.208E-4	2.595E-4	2.814E-4	3.754E-4	1.826E-4	2.463E-4	2.692E-4	9.27E-5	2.59E-5	0.0015	0.0	2.86E-5	0.0	0.0	0.0	3.03E-5	0.0	3.01E-5	4.073E-4	0.0018036	0.00498	0.0062905	0.010777	0.0105337	0.0105345	0.0076011	0.0056346	0.0031362	0.0024365	0.0017016	7.561E-4	7.394E-4	7.391E-4	4.682E-4	8.439E-4	
Black-chinned Sparrow	3.89E-5	3.45E-5	1.029E-4	1.26E-5	0.0015	3.32E-5	2.45E-5	1.274E-4	1.545E-4	1.957E-4	0.0011997	0.0019275	0.0034003	0.0044016	0.0054336	0.0071754	0.0065289	0.007004	0.0083725	0.0095317	0.0081365	0.0098021	0.0068248	0.0047609	0.002429	0.0019826	0.0018786	7.888E-4	8.49E-4	0.0010137	8.736E-4	4.684E-4	6.493E-4	1.943E-4	2.29E-5	1.173E-4	1.527E-4	5.967E-4	1.673E-4	7.44E-5	2.41E-5	2.39E-5	0.0	0.0015	2.74E-5	2.55E-5	0.0	1.43E-5	
Field Sparrow	9.08E-5	1.036E-4	6.86E-5	6.32E-5	7.77E-5	3.32E-5	3.68E-5	1.274E-4	3.86E-5	1.96E-5	1.9E-5	0.0015	1.79E-5	3.56E-5	9.73E-5	4.093E-4	1.143E-4	3.32E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3E-5	7.17E-5	0.0	1.93E-4	0.0015	7.62E-5	3.592E-4	2.465E-4	3.058E-4	1.784E-4	2.003E-4	
Brewer's Sparrow	9.207E-4	0.0010703	0.0010291	7.967E-4	8.543E-4	0.0012113	0.0012392	0.0015653	0.0018921	0.0020548	0.0035418	0.0053398	0.0061206	0.0070568	0.0089371	0.0087998	0.0082101	0.0072862	0.0055071	0.0083917	0.0099446	0.0156627	0.0223016	0.0158698	0.0108019	0.0102918	0.0090598	0.0082257	0.0063976	0.0092728	0.0121698	0.0105493	0.0141881	0.0151342	0.0145481	0.0129726	0.0082437	0.0062427	0.0048762	0.0021013	0.001351	0.0015049	0.0010667	0.0011153	9.311E-4	9.939E-4	0.001806	0.0011014	
Clay-colored x Brewer's Sparrow (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spizella sp.	1.3E-5	1.73E-5	6.86E-5	3.79E-5	3.88E-5	6.64E-5	4.91E-5	3.64E-5	0.0015	1.96E-5	1.9E-5	9.12E-5	1.074E-4	7.13E-5	4.87E-5	6.4E-5	8.16E-5	3.32E-5	4.48E-5	6.33E-5	0.0	2.59E-5	0.0	0.0	8.57E-5	2.92E-5	0.0	6.76E-5	0.0015	2.087E-4	2.109E-4	1.833E-4	3.607E-4	6.802E-4	8.464E-4	7.375E-4	0.0010904	8.951E-4	5.976E-4	3.161E-4	1.93E-4	1.433E-4	1.27E-4	9.45E-5	5.48E-5	1.019E-4	2.007E-4	8.58E-5	
Black-throated Sparrow	0.0031252	0.0031075	0.0030874	0.003566	0.0045241	0.0045464	0.0056806	0.0073899	0.0097117	0.0104307	0.0133486	0.0153421	0.0123128	0.0125098	0.0111917	0.0111915	0.0107237	0.0104729	0.0117081	0.0139175	0.0090174	0.0092835	0.0087863	0.0073454	0.0067726	0.0067932	0.0061207	0.0065355	0.0049422	0.0033096	0.0053318	0.0053357	0.0069738	0.0066076	0.0075257	0.0059332	0.0043836	0.0048427	0.0051391	0.0045746	0.0043666	0.0053269	0.0037842	0.0042344	0.0036151	0.0038737	0.0044593	0.0040336	
Lark Sparrow	0.0245221	0.0227881	0.0232582	0.0245448	0.0265815	0.0250552	0.0209803	0.0260102	0.0270307	0.0301963	0.0328668	0.035438	0.0368488	0.0372265	0.0367054	0.0382303	0.0331505	0.0326136	0.0331319	0.0305424	0.0271912	0.0258797	0.0246661	0.0242808	0.0237755	0.020642	0.018968	0.0163162	0.0173736	0.0182176	0.0206344	0.0226463	0.0252982	0.0276691	0.0306974	0.0309735	0.030685	0.0305478	0.0314323	0.0325802	0.0282743	0.0290471	0.0302738	0.0267675	0.0278523	0.0279569	0.0338907	0.0306099	
Lark Bunting	1.945E-4	4.316E-4	5.146E-4	4.805E-4	8.155E-4	1.825E-4	1.84E-4	2.548E-4	1.545E-4	5.87E-5	1.714E-4	1.042E-4	1.611E-4	2.317E-4	1.46E-4	6.4E-5	4.9E-5	1.66E-5	4.48E-5	3.17E-5	0.0	0.0	2.69E-5	0.0015	0.0	0.0	0.0	0.0	3.03E-5	2.683E-4	0.0015	3.462E-4	0.0011302	8.017E-4	8.464E-4	6.704E-4	6.325E-4	7.803E-4	7.649E-4	0.0010228	3.377E-4	3.344E-4	3.81E-4	2.457E-4	1.369E-4	3.058E-4	5.128E-4	8.58E-5	
American Tree Sparrow	1.167E-4	2.072E-4	1.201E-4	3.79E-5	1.94E-5	4.98E-5	9.82E-5	2.912E-4	1.545E-4	3.91E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58E-5	2.32E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-5	3.902E-4	1.195E-4	4.463E-4	0.0010374	6.927E-4	0.0016762	6.427E-4	3.286E-4	1.274E-4	2.007E-4	3.433E-4	
Spizella sp./American Tree Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Fox Sparrow	0.0924216	0.0806388	0.0813694	0.0748988	0.0689488	0.0630362	0.0591988	0.0644521	0.0655108	0.0609014	0.0585166	0.0522388	0.0452243	0.0326288	0.0227888	0.0147473	0.0110991	0.010838	0.0132527	0.0196966	0.0322678	0.0412312	0.0488218	0.0431885	0.0329485	0.030963	0.0243311	0.0166543	0.010976	0.0108829	0.0073501	0.0065373	0.0063967	0.0169562	0.0427294	0.0819925	0.1053802	0.1138142	0.1158094	0.1098652	0.1046778	0.1028832	0.0994565	0.1028733	0.106644	0.1044369	0.1155184	0.1038019	
Dark-eyed Junco	0.2220738	0.214795	0.2144695	0.2256829	0.2347676	0.2527917	0.2712962	0.2437932	0.2522349	0.2587135	0.2544225	0.2459431	0.2222381	0.2004063	0.1801697	0.1773381	0.1798061	0.188196	0.1952317	0.2076222	0.2229305	0.2253455	0.2306204	0.2219275	0.2136938	0.1981107	0.1834682	0.1685034	0.1504199	0.1452041	0.1421213	0.1410097	0.1482782	0.1562735	0.1515429	0.1620575	0.1719408	0.1979528	0.2205517	0.2461925	0.2465079	0.2483577	0.2332504	0.2346503	0.2397163	0.2543133	0.2802899	0.247268	
White-crowned Sparrow	0.4259408	0.4138973	0.4191966	0.4089782	0.4095181	0.396104	0.3926998	0.3979614	0.3934702	0.3977769	0.4075026	0.4153578	0.4265082	0.3897284	0.2954439	0.1466668	0.0800444	0.0626712	0.0630625	0.0601032	0.058949	0.0597205	0.0602413	0.0632977	0.0669829	0.0684277	0.0692058	0.0673157	0.0593069	0.0590059	0.0599753	0.067389	0.0792853	0.1095348	0.2049317	0.3655303	0.4551938	0.4928278	0.4988288	0.5017201	0.4874671	0.4849151	0.4833901	0.4773157	0.4812948	0.4784271	0.4791527	0.4660287	
Golden-crowned Sparrow	0.2188708	0.2122054	0.2113478	0.2061457	0.2025552	0.192875	0.186553	0.1925919	0.1935976	0.1967945	0.2036561	0.2018442	0.2067577	0.2123637	0.1860088	0.1045355	0.0291842	0.0068547	0.0023282	6.808E-4	2.782E-4	7.78E-5	5.37E-5	4.53E-5	1.143E-4	5.83E-5	3.03E-5	2.028E-4	3.03E-5	2.98E-5	9.04E-5	8.15E-5	5.531E-4	0.0050285	0.0357984	0.129408	0.1969555	0.2278121	0.2419447	0.2413017	0.2387156	0.2405465	0.2360695	0.2345369	0.2456866	0.2498025	0.267447	0.2415608	
White-crowned x Golden-crowned Sparrow (hybrid)	5.19E-5	1.554E-4	6.86E-5	6.32E-5	3.88E-5	1.66E-5	4.91E-5	1.82E-5	3.86E-5	3.91E-5	7.62E-5	5.21E-5	1.611E-4	1.247E-4	1.784E-4	1.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	3.72E-5	2.41E-5	4.78E-5	7.62E-5	9.45E-5	2.74E-5	0.0	4.46E-5	1.716E-4	
Harris's Sparrow	0.0023212	0.0014674	0.0015608	0.0016186	0.0016893	0.0015265	0.0010183	0.0016746	0.0014674	0.0013308	0.0021518	0.0013545	0.0015749	0.0011227	0.0011516	5.244E-4	9.79E-5	9.96E-5	0.0	1.58E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-5	1.377E-4	1.673E-4	7.81E-4	0.0014234	0.0014094	0.0016762	0.0015501	0.0015063	0.0016055	0.0016499	0.0021456	
White-throated Sparrow	0.0175325	0.0171946	0.0151281	0.0147572	0.0139995	0.0141205	0.0131035	0.0129778	0.0122217	0.0112918	0.0122822	0.0117475	0.0114179	0.0126702	0.0111754	0.006344	0.0022198	0.001112	5.82E-4	2.058E-4	2.318E-4	1.037E-4	1.075E-4	1.36E-4	5.72E-5	0.0015	0.0015	0.0	0.0	0.0	0.0	2.04E-5	0.0	7.29E-5	2.745E-4	0.0022291	0.0069134	0.0115444	0.0164213	0.0196932	0.0201684	0.0206388	0.0197592	0.0186389	0.0219916	0.0193175	0.0227871	0.0198106	
White-crowned x White-throated Sparrow (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-5	2.3E-5	0.0	3.72E-5	0.0	0.0015	0.0	0.0	2.74E-5	0.0	0.0	0.0	
White-crowned/White-throated Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55E-5	0.0	0.0	
Golden-crowned x White-throated Sparrow (hybrid)	0.0	0.0	1.72E-5	0.0	0.0	0.0	0.0	0.0	1.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39E-5	5.08E-5	0.0	0.0	0.0	0.0	0.0	
Zonotrichia sp.	0.0022434	0.0021234	0.0017667	0.0023773	0.0019611	0.0016261	0.001411	0.0020022	0.0016798	0.0017613	0.0018471	0.0015629	0.0012885	0.0011761	9.894E-4	6.523E-4	1.959E-4	8.3E-5	4.48E-5	4.75E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03E-5	5.96E-5	3.01E-5	0.0015	7.21E-5	9.72E-5	3.431E-4	0.0010894	0.001592	0.001423	0.0023425	0.0025291	0.0029432	0.0029382	0.0030477	0.0031191	0.0033686	0.0028033	0.0030323	0.0022457	
Dark-eyed Junco x White-throated Sparrow (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74E-5	0.0	0.0	0.0	
Sagebrush Sparrow	4.798E-4	5.352E-4	4.288E-4	3.161E-4	3.495E-4	2.821E-4	2.454E-4	2.002E-4	3.668E-4	2.74E-4	5.713E-4	5.47E-4	5.369E-4	8.554E-4	5.677E-4	6.651E-4	5.876E-4	8.631E-4	5.373E-4	0.0012508	0.0011822	0.0016856	0.0042454	0.0024712	0.0014574	0.0021575	0.0017271	0.0016451	0.0010309	0.0015504	0.0015363	9.368E-4	0.0010341	9.717E-4	7.777E-4	6.704E-4	4.362E-4	4.361E-4	3.346E-4	2.789E-4	3.619E-4	5.016E-4	5.841E-4	5.104E-4	6.573E-4	5.097E-4	5.128E-4	5.292E-4	
Bell's Sparrow	0.0030604	0.0031938	0.0040307	0.0033005	0.0047765	0.0034015	0.0032759	0.0088096	0.0075107	0.0062819	0.0068361	0.0074627	0.0083576	0.0095695	0.01077	0.0130717	0.014233	0.013477	0.0149989	0.0165616	0.0149748	0.0121878	0.0110971	0.0098393	0.0085729	0.0085717	0.0089083	0.010547	0.0098845	0.0105549	0.012712	0.0134615	0.0101722	0.0109316	0.0101105	0.008682	0.0067389	0.0060132	0.0049479	0.0047234	0.0035464	0.0050403	0.0045969	0.0037618	0.0030947	0.0043324	0.0047046	0.0042196	
Sagebrush/Bell's Sparrow (Sage Sparrow)	0.0029567	0.0023651	0.0023327	0.0031108	0.0031067	0.00224	0.0015214	0.0023662	0.0020273	0.0021135	0.0015043	0.0022531	6.801E-4	9.267E-4	8.272E-4	6.395E-4	5.55E-4	5.809E-4	7.164E-4	8.392E-4	0.0016458	5.446E-4	4.836E-4	7.481E-4	3.429E-4	2.332E-4	2.121E-4	3.38E-4	3.638E-4	4.174E-4	6.326E-4	5.906E-4	0.0043526	0.0044698	0.0047579	0.0045086	0.0042963	0.0041312	0.0033225	0.0040353	0.0044631	0.0034159	0.0034795	0.0037429	0.0046557	0.0035679	0.0047715	0.0030181	
Vesper Sparrow	0.0039682	0.0039016	0.0040993	0.0035154	0.0045047	0.0035509	0.0026011	0.0034765	0.003765	0.0033464	0.0032562	0.0033211	0.0025413	0.001978	0.0016544	0.0014581	0.0018281	0.0019253	0.0015447	0.00228	0.0036626	0.0063014	0.0063143	0.0053277	0.0030291	0.0029447	0.0030603	0.0023438	0.0016979	0.002266	0.001958	0.0026679	0.0034629	0.0070448	0.0094243	0.0131905	0.0100975	0.0102591	0.0081748	0.0068805	0.0066585	0.0046581	0.006324	0.0048771	0.0035329	0.0043069	0.0061984	0.00452	
LeConte's Sparrow	2.853E-4	2.072E-4	3.43E-5	6.32E-5	5.83E-5	3.32E-5	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	8.759E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	2.18E-5	1.836E-4	4.781E-4	9.484E-4	0.0	0.0	0.0	7.183E-4	2.465E-4	2.548E-4	1.115E-4	6.866E-4	
Nelson's Sparrow	5.057E-4	0.0013466	0.0011492	9.231E-4	4.854E-4	4.314E-4	3.803E-4	3.276E-4	4.055E-4	3.523E-4	9.52E-5	7.81E-5	3.58E-5	0.0	0.0	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7E-5	1.309E-4	1.377E-4	1.673E-4	3.905E-4	0.0011097	4.539E-4	7.873E-4	0.0011342	7.942E-4	7.391E-4	9.142E-4	7.152E-4	
Ammospiza sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89E-5	0.0	0.0	0.0	0.0	
Savannah Sparrow	0.103535	0.0981959	0.0997564	0.0997471	0.0941323	0.0834453	0.0669652	0.0922643	0.0812658	0.0848353	0.0813863	0.0759553	0.0764715	0.0813315	0.0799312	0.0676609	0.0455554	0.0382566	0.0352138	0.0350866	0.036904	0.0421907	0.0423462	0.0421909	0.0423787	0.0440538	0.0419962	0.0434273	0.0419939	0.0518799	0.0555171	0.0733356	0.0903232	0.0977287	0.1094769	0.1243631	0.1278215	0.1412866	0.1402381	0.134133	0.1295506	0.1294699	0.132397	0.125293	0.1171058	0.1104259	0.1180156	0.1103101	
Baird's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.62E-5	4.86E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Song Sparrow	0.2372332	0.2330773	0.245206	0.2409712	0.2465147	0.2324655	0.2099012	0.2639061	0.2747476	0.2849567	0.294792	0.2971009	0.2992824	0.3077732	0.3100417	0.315883	0.3120328	0.3151815	0.3234609	0.3104753	0.305014	0.3005731	0.2882016	0.2864948	0.2729611	0.253331	0.238342	0.223334	0.2240684	0.2325949	0.2452631	0.274301	0.3017266	0.3062553	0.3133106	0.3086954	0.2907116	0.2811733	0.2734726	0.2624268	0.2541555	0.2415737	0.2381521	0.2439319	0.250671	0.2568108	0.2665329	0.2493849	
Lincoln's Sparrow	0.0734627	0.0634614	0.0620562	0.0613935	0.0545027	0.0483349	0.0413594	0.0565344	0.0554515	0.0603143	0.0598305	0.0632049	0.0659484	0.060767	0.0490649	0.0216796	0.0081448	0.0053277	0.0046788	0.0055258	0.0084147	0.0109172	0.0106403	0.0132399	0.0118878	0.0119537	0.0087265	0.0057918	0.0054274	0.0048004	0.0032834	0.0033806	0.009066	0.0278878	0.0562024	0.0940433	0.0988376	0.1038535	0.0998422	0.0950628	0.0870667	0.0874519	0.0865038	0.0829679	0.087172	0.0872346	0.0982832	0.0810877	
Swamp Sparrow	0.0055113	0.0042814	0.0043052	0.0038063	0.0024077	0.0017588	0.0010183	0.0019476	0.0013708	0.0011351	7.617E-4	9.247E-4	6.443E-4	3.742E-4	3.568E-4	6.4E-5	1.469E-4	6.64E-5	0.0	6.33E-5	1.159E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29E-5	2.011E-4	5.452E-4	0.0014918	0.0023903	0.0034775	0.0042219	0.0058046	0.0053335	0.0047637	0.0049022	0.0051734	0.0057748	0.0050921	
Lincoln's/Swamp Sparrow	1.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.89E-5	0.0	0.0	0.0	0.0	
Abert's Towhee	0.0053298	0.0064048	0.0067751	0.0060445	0.0072036	0.0056913	0.0048709	0.0055697	0.0053289	0.0049903	0.0048558	0.0042979	0.0039193	0.0042056	0.0035197	0.0037476	0.0051252	0.0042987	0.0038728	0.0034833	0.0025499	0.0026969	0.0021764	0.0038994	0.003372	0.0045482	0.0038178	0.0044171	0.0045481	0.0034885	0.0033136	0.0030548	0.0031743	0.0024292	0.0026077	0.0022459	0.0026825	0.0031213	0.0038962	0.0025477	0.0035705	0.0047297	0.003835	0.004896	0.0038341	0.0047402	0.0082497	0.0070803	
